nrg_bal,siec,unit,geo\time	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,CY	405.247 	412.654 	407.364 	393.608 	369.272 	360.808 	365.040 	374.563 	371.281 	361.447 	356.235 	301.006 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,CZ	2056.983 	1867.954 	1795.898 	1673.970 	1573.909 	1557.936 	1570.454 	1617.440 	1600.258 	1601.411 	1601.624 	1455.951 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,DE	19720.607 	18859.481 	18779.401 	17617.713 	17590.673 	17682.194 	16926.336 	16938.454 	17186.881 	16413.325 	16585.002 	14914.686 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,DK	1692.663 	1574.448 	1540.972 	1381.958 	1335.927 	1321.281 	1389.281 	1377.773 	1312.176 	1316.359 	1317.570 	1175.514 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,EA19	64111.497 	60495.599 	58498.841 	54094.820 	52716.844 	52546.793 	51482.447 	51508.371 	51681.926 	51747.236 	52983.336 	44863.451 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,EE	306.869 	289.004 	267.985 	256.425 	240.661 	241.712 	240.661 	254.323 	266.934 	272.189 	273.240 	214.388 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,EL	4247.827 	3867.393 	3497.468 	3035.063 	2775.485 	2643.069 	2573.708 	2536.926 	2450.750 	2402.845 	2345.502 	1880.541 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,ES	6099.873 	5619.502 	5228.009 	4705.314 	4596.331 	4532.846 	4560.356 	4766.683 	4868.260 	5072.471 	5405.768 	4279.963 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,EU27_2020	80044.689 	75458.507 	72649.714 	67435.049 	65334.809 	65081.704 	64117.551 	64334.479 	64704.574 	64805.099 	66226.044 	56952.706 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,FI	1528.232 	1492.285 	1411.149 	1355.689 	1385.922 	1334.093 	1326.837 	1321.654 	1269.824 	1251.166 	1223.178 	1127.811 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,FR	8081.406 	7430.900 	7287.978 	6858.161 	6629.065 	6665.846 	6744.664 	6901.248 	7132.445 	7356.172 	7860.317 	6746.204 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,GE	: 	: 	: 	: 	393.045 	399.350 	444.540 	627.400 	563.294 	566.216 	577.370 	571.111 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,HR	719.495 	677.985 	662.019 	615.188 	601.353 	554.522 	553.457 	556.651 	534.386 	519.205 	495.205 	411.202 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,HU	1578.666 	1348.333 	1245.343 	1233.782 	1167.574 	1243.241 	1283.176 	1306.296 	1337.824 	1396.675 	1507.022 	1308.398 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,IE	1646.474 	1525.066 	1356.797 	1280.118 	1184.269 	1176.814 	1018.130 	1002.156 	903.536 	823.577 	780.177 	577.885 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,IS	164.004 	155.536 	150.282 	143.976 	141.874 	138.722 	138.722 	144.275 	141.530 	134.472 	125.573 	96.334 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,IT	10956.912 	10275.915 	9908.092 	8769.944 	8398.968 	8494.602 	8191.937 	7649.661 	7432.637 	7639.952 	7711.665 	6078.996 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,LT	366.938 	296.332 	257.820 	231.075 	209.679 	205.400 	199.857 	215.635 	212.238 	232.306 	242.487 	236.918 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,LU	389.025 	361.568 	368.860 	359.250 	327.191 	313.942 	292.724 	284.474 	300.622 	328.280 	342.829 	261.775 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,LV	324.513 	294.058 	273.053 	232.095 	210.041 	205.840 	204.790 	199.539 	191.780 	183.903 	174.523 	167.550 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,MD	: 	205.691 	216.132 	174.367 	167.058 	166.014 	169.147 	173.323 	167.058 	176.769 	182.198 	161.733 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,ME	68.161 	60.706 	42.601 	36.210 	33.015 	35.145 	36.210 	37.275 	37.701 	36.210 	38.234 	28.649 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,MK	129.346 	130.477 	138.318 	110.833 	116.366 	105.847 	107.974 	109.333 	108.611 	106.610 	108.996 	79.426 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,MT	73.947 	73.947 	73.947 	72.920 	73.947 	73.947 	78.055 	78.055 	78.993 	79.517 	84.211 	70.772 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,NL	4046.107 	4048.151 	4102.694 	3922.428 	3823.254 	3706.155 	3782.904 	3906.083 	3967.041 	4098.724 	4177.325 	3482.992 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,NO	1265.580 	1205.361 	1091.114 	1013.789 	941.831 	893.724 	838.030 	786.369 	760.952 	728.152 	664.767 	623.109 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,PL	4293.852 	4243.336 	4013.328 	3841.359 	3659.716 	3535.393 	3654.199 	3859.606 	4218.907 	4386.983 	4535.698 	4226.926 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,PT	1528.041 	1450.272 	1306.296 	1182.287 	1151.810 	1144.454 	1099.264 	1082.450 	1080.017 	1067.988 	1106.876 	916.122 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,RO	1497.239 	1412.298 	1345.788 	1331.239 	1267.847 	1354.102 	1268.886 	1326.043 	1333.077 	1320.309 	1322.343 	1234.260 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,RS	548.913 	496.483 	456.892 	428.002 	390.552 	410.882 	426.932 	442.982 	447.821 	449.639 	459.857 	420.713 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,SE	3446.926 	3227.968 	2983.180 	2722.559 	2569.201 	2462.943 	2395.445 	2289.417 	2181.063 	2039.413 	1990.432 	1817.766 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,SI	614.788 	600.125 	582.321 	525.764 	478.634 	447.214 	436.740 	433.598 	422.887 	425.651 	407.666 	321.921 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,SK	610.502 	599.500 	569.889 	554.742 	562.680 	551.591 	576.812 	609.309 	609.184 	570.844 	548.808 	503.663 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,TR	2560.571 	2145.801 	1910.906 	1894.377 	1922.402 	1991.636 	2161.786 	2305.914 	2376.536 	2326.512 	2388.103 	2391.417 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,UA	4945.639 	4868.921 	4587.500 	4455.909 	4158.498 	3303.048 	2518.009 	2281.552 	2062.960 	1853.826 	1659.322 	1776.584 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,UK	16684.744 	15597.978 	14850.804 	14153.454 	13450.048 	13185.063 	12925.976 	12784.282 	12603.991 	12367.667 	12492.713 	: 
FC_TRA_ROAD_E,O4652XR5210B,KTOE,XK	86.763 	75.124 	71.950 	67.718 	62.427 	66.810 	67.870 	69.991 	65.774 	61.452 	61.625 	54.234 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,AL	636.868 	594.956 	626.646 	610.289 	653.224 	656.291 	647.091 	607.223 	611.904 	571.786 	565.249 	386.859 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,AT	5014.977 	5287.216 	5097.090 	5120.724 	5574.996 	5485.654 	5618.023 	5887.664 	6057.129 	6118.728 	6153.108 	5436.758 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,BA	: 	: 	: 	: 	: 	741.621 	776.304 	928.301 	976.246 	982.419 	1075.712 	972.037 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,BE	7030.238 	6890.132 	6821.169 	6608.071 	6462.965 	6481.244 	6922.184 	6724.119 	6534.370 	6400.723 	6112.010 	5113.956 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,BG	1449.807 	1420.507 	1493.250 	1590.241 	1373.022 	1572.055 	1798.366 	1835.748 	1862.257 	2001.780 	2124.895 	1991.490 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,CY	329.250 	337.770 	321.044 	278.425 	235.640 	229.013 	247.188 	274.747 	298.706 	311.325 	322.494 	288.722 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,CZ	3536.169 	3393.168 	3406.521 	3443.371 	3494.998 	3665.756 	3891.414 	4073.261 	4246.892 	4308.062 	4363.622 	4099.349 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,DE	26610.508 	27823.147 	28532.014 	29204.206 	30563.852 	31540.639 	32305.816 	33676.040 	34283.562 	33015.229 	33436.881 	30114.281 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,DK	2323.268 	2420.156 	2333.467 	2154.989 	2132.552 	2205.618 	2278.655 	2348.923 	2396.814 	2486.923 	2406.036 	2244.982 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,EA19	138678.829 	140258.018 	140415.568 	135670.079 	138075.809 	140433.810 	142763.415 	146094.422 	146396.011 	145259.347 	144862.227 	124776.891 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,EE	349.899 	388.401 	426.639 	451.612 	453.633 	456.664 	477.880 	484.953 	495.056 	500.209 	486.751 	481.760 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,EL	2774.678 	2433.821 	2124.506 	1622.886 	1840.628 	1917.956 	1989.180 	2126.541 	2117.001 	2189.857 	2360.886 	2221.917 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,ES	23372.289 	22656.444 	21498.973 	18462.024 	19767.388 	20120.689 	20943.346 	21404.486 	21722.867 	21757.786 	21657.137 	17925.910 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,EU27_2020	164529.134 	166917.203 	167598.183 	162369.782 	163619.943 	167014.704 	171132.973 	176789.047 	180248.155 	179919.779 	180148.647 	158328.421 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,FI	2138.641 	2316.706 	2338.861 	2317.403 	2289.596 	1992.433 	2001.186 	2407.021 	2247.244 	2319.215 	2214.238 	2107.625 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,FR	30485.539 	31221.197 	32251.932 	32320.105 	32225.477 	32329.263 	32633.497 	32646.118 	32553.755 	31335.571 	30725.860 	26325.173 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,GE	: 	: 	: 	: 	391.731 	440.570 	505.689 	550.459 	482.694 	435.174 	466.284 	455.452 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,HR	1151.039 	1132.659 	1115.374 	1095.962 	1131.570 	1149.904 	1249.534 	1310.602 	1481.540 	1419.480 	1500.619 	1346.954 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,HU	2537.976 	2357.409 	2183.864 	2091.574 	1931.069 	2214.961 	2510.891 	2544.203 	2749.133 	2945.866 	3108.785 	2653.841 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,IE	2273.846 	2131.276 	2125.539 	2126.758 	2268.660 	2407.302 	2619.726 	2828.914 	2841.484 	2961.769 	2995.016 	2564.531 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,IS	117.082 	108.866 	108.866 	114.001 	120.163 	116.055 	129.407 	149.971 	168.572 	183.819 	185.818 	171.803 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,IT	22378.533 	22017.326 	22249.312 	21198.252 	20697.650 	22126.197 	21525.881 	21618.472 	20473.484 	21276.389 	21364.688 	17411.722 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,LT	767.417 	881.604 	918.637 	958.757 	989.618 	1150.097 	1250.953 	1368.678 	1453.338 	1554.581 	1627.775 	1592.368 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,LU	1613.799 	1755.921 	1876.157 	1782.248 	1767.260 	1685.511 	1566.083 	1517.140 	1536.202 	1633.065 	1663.509 	1247.936 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,LV	600.795 	655.597 	548.022 	536.859 	562.230 	606.884 	667.775 	692.132 	754.038 	763.578 	786.346 	751.777 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,MD	: 	335.375 	365.864 	327.245 	369.929 	398.385 	432.939 	451.232 	464.444 	474.607 	493.104 	472.270 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,ME	138.735 	166.278 	167.298 	159.137 	123.433 	115.273 	136.695 	168.318 	186.782 	205.450 	216.263 	188.516 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,MK	247.602 	270.381 	291.774 	300.677 	351.369 	379.535 	430.814 	507.877 	535.461 	536.354 	584.364 	514.432 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,MT	85.244 	93.460 	90.379 	90.379 	92.433 	95.514 	101.677 	101.677 	106.328 	127.687 	132.518 	103.852 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,NL	6294.067 	6467.412 	6472.571 	6185.727 	6003.095 	5459.329 	5545.139 	5509.091 	5610.313 	5631.297 	5386.969 	4690.318 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,NO	2052.675 	2055.504 	2144.686 	2220.666 	2302.013 	2414.152 	2482.137 	2440.505 	2178.925 	2290.792 	2141.016 	2076.923 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,PL	8741.081 	9621.188 	10077.271 	9600.504 	8823.818 	9057.548 	9730.152 	11566.495 	13807.576 	14151.537 	14291.688 	13880.725 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,PT	4353.611 	4345.395 	4077.338 	3746.632 	3694.253 	3769.227 	3817.498 	3994.148 	4094.046 	4129.924 	4240.172 	3598.243 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,RO	3087.274 	2973.273 	3124.248 	3355.839 	3314.284 	3421.720 	3520.033 	3810.920 	4129.640 	4311.844 	4409.811 	4368.825 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,RS	1247.389 	1345.128 	1204.140 	1017.200 	1252.180 	1334.684 	1316.224 	1364.329 	1477.964 	1545.439 	1684.122 	1632.169 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,SE	3023.691 	3340.825 	3448.620 	3367.223 	3342.821 	3293.332 	3390.513 	3204.473 	3178.292 	3034.940 	3080.964 	2965.364 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,SI	1045.973 	1101.935 	1231.155 	1288.134 	1233.219 	1263.655 	1263.685 	1386.797 	1438.151 	1427.959 	1377.332 	1131.399 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,SK	1159.525 	1453.258 	1414.230 	1370.877 	1353.216 	1316.539 	1266.698 	1445.684 	1778.937 	1804.455 	1818.537 	1668.643 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,TR	8228.623 	8552.140 	8813.008 	11418.646 	12711.193 	13490.803 	16672.364 	18663.030 	20010.082 	19974.384 	19825.929 	19175.159 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,UA	2690.226 	2958.842 	3109.236 	3458.393 	3509.184 	2951.218 	2973.393 	3343.303 	3456.191 	3587.222 	3848.981 	3575.127 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,UK	20654.748 	21076.354 	21395.097 	22132.162 	22442.885 	23213.334 	24221.014 	25238.508 	25506.495 	25236.569 	24335.215 	: 
FC_TRA_ROAD_E,O4671XR5220B,KTOE,XK	240.327 	230.056 	244.435 	252.651 	196.424 	268.477 	301.648 	315.124 	332.732 	356.858 	358.476 	359.387 
FC_TRA_ROAD_E,R5210B,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5210B,KTOE,AT	78.000 	78.262 	77.220 	77.253 	66.090 	62.921 	59.845 	57.128 	56.020 	57.594 	56.502 	54.991 
FC_TRA_ROAD_E,R5210B,KTOE,BA	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5210B,KTOE,BE	20.358 	56.753 	56.078 	54.432 	54.129 	38.935 	40.572 	43.064 	96.749 	113.385 	129.416 	129.640 
FC_TRA_ROAD_E,R5210B,KTOE,BG	0.000 	0.000 	0.000 	0.000 	8.383 	14.832 	32.244 	32.889 	26.650 	28.595 	31.819 	26.507 
FC_TRA_ROAD_E,R5210B,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.652 
FC_TRA_ROAD_E,R5210B,KTOE,CZ	58.684 	58.040 	60.619 	56.105 	53.525 	65.778 	63.199 	48.366 	59.329 	61.264 	73.517 	65.778 
FC_TRA_ROAD_E,R5210B,KTOE,DE	568.968 	739.337 	771.482 	780.991 	758.169 	774.017 	740.420 	744.857 	733.446 	746.759 	718.866 	690.340 
FC_TRA_ROAD_E,R5210B,KTOE,DK	5.102 	26.784 	47.191 	50.380 	45.916 	44.640 	44.003 	43.902 	43.596 	42.931 	43.696 	79.754 
FC_TRA_ROAD_E,R5210B,KTOE,EA19	1592.547 	1918.840 	1950.718 	1907.614 	1777.487 	1762.473 	1795.677 	1772.189 	1883.087 	2032.640 	2129.217 	2023.942 
FC_TRA_ROAD_E,R5210B,KTOE,EE	0.095 	4.481 	3.841 	3.841 	3.201 	5.121 	2.560 	1.920 	0.960 	4.901 	7.377 	6.188 
FC_TRA_ROAD_E,R5210B,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	25.154 	62.667 
FC_TRA_ROAD_E,R5210B,KTOE,ES	152.837 	232.158 	226.999 	199.269 	168.315 	187.661 	190.003 	134.229 	138.005 	153.637 	129.731 	85.882 
FC_TRA_ROAD_E,R5210B,KTOE,EU27_2020	2051.980 	2455.369 	2505.849 	2439.308 	2268.329 	2260.967 	2304.887 	2280.359 	2412.327 	2592.892 	2700.097 	2649.451 
FC_TRA_ROAD_E,R5210B,KTOE,FI	71.511 	75.422 	86.048 	89.429 	64.952 	67.975 	64.227 	66.203 	78.723 	82.411 	87.161 	90.724 
FC_TRA_ROAD_E,R5210B,KTOE,FR	402.408 	398.538 	393.379 	403.052 	394.669 	413.308 	432.003 	476.234 	537.959 	585.982 	653.279 	554.633 
FC_TRA_ROAD_E,R5210B,KTOE,GE	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5210B,KTOE,HR	2.548 	0.000 	1.274 	1.274 	1.274 	0.000 	0.000 	0.000 	0.263 	0.403 	0.957 	0.758 
FC_TRA_ROAD_E,R5210B,KTOE,HU	46.379 	56.544 	54.638 	50.826 	31.131 	60.356 	42.567 	43.838 	45.108 	50.826 	45.744 	83.864 
FC_TRA_ROAD_E,R5210B,KTOE,IE	22.811 	30.161 	23.642 	28.644 	27.709 	24.801 	24.140 	26.766 	29.610 	27.277 	26.194 	19.439 
FC_TRA_ROAD_E,R5210B,KTOE,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	1.290 	2.962 	2.881 	3.875 	3.826 	6.796 
FC_TRA_ROAD_E,R5210B,KTOE,IT	92.863 	122.084 	114.267 	105.082 	74.318 	10.001 	24.802 	32.543 	33.061 	32.611 	30.436 	19.636 
FC_TRA_ROAD_E,R5210B,KTOE,LT	13.543 	10.318 	9.673 	8.383 	6.449 	5.804 	9.673 	6.449 	8.255 	7.997 	9.738 	15.735 
FC_TRA_ROAD_E,R5210B,KTOE,LU	0.735 	0.715 	6.376 	1.277 	0.642 	3.092 	7.149 	8.837 	6.710 	9.989 	17.051 	13.810 
FC_TRA_ROAD_E,R5210B,KTOE,LV	2.560 	8.321 	7.681 	6.401 	6.401 	6.401 	7.681 	8.321 	7.912 	8.460 	7.307 	12.750 
FC_TRA_ROAD_E,R5210B,KTOE,MD	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5210B,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5210B,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5210B,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5210B,KTOE,NL	138.378 	134.136 	148.968 	124.463 	125.107 	128.332 	141.874 	120.593 	128.942 	170.686 	198.741 	226.450 
FC_TRA_ROAD_E,R5210B,KTOE,NO	0.640 	4.481 	7.681 	8.961 	10.882 	9.602 	8.321 	26.244 	28.165 	31.365 	42.607 	38.127 
FC_TRA_ROAD_E,R5210B,KTOE,PL	168.358 	169.633 	160.705 	138.385 	144.124 	132.846 	153.482 	167.670 	176.160 	172.839 	187.318 	183.016 
