nrg_bal,siec,unit,geo\time	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
FC_TRA_ROAD_E,R5220P,KTOE,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5220P,KTOE,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
FC_TRA_ROAD_E,R5220P,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,BA	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,BG	0.261 	2.952 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,DE	71.189 	44.260 	12.208 	11.541 	0.000 	2.956 	0.607 	1.602 	1.650 	0.667 	1.286 	0.683 
FC_TRA_ROAD_E,R5290,KTOE,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,EA19	75.702 	48.868 	16.481 	15.939 	4.139 	7.797 	3.891 	3.880 	1.689 	0.686 	1.305 	0.705 
FC_TRA_ROAD_E,R5290,KTOE,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,EU27_2020	75.963 	51.820 	16.481 	15.939 	4.139 	7.797 	3.891 	3.880 	1.689 	0.686 	1.305 	0.705 
FC_TRA_ROAD_E,R5290,KTOE,FI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,GE	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,LU	0.559 	0.364 	0.177 	0.220 	0.169 	0.126 	0.058 	0.051 	0.039 	0.019 	0.019 	0.022 
FC_TRA_ROAD_E,R5290,KTOE,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,MD	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,NO	1.971 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,PT	3.954 	4.244 	4.096 	4.178 	3.970 	4.715 	3.226 	2.227 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5290,KTOE,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
FC_TRA_ROAD_E,R5290,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,AT	0.001 	0.002 	0.007 	0.011 	0.018 	0.548 	0.416 	0.408 	0.256 	0.367 	0.381 	0.334 
FC_TRA_ROAD_E,R5300,KTOE,BA	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	1.177 
FC_TRA_ROAD_E,R5300,KTOE,DE	1.123 	6.449 	7.954 	28.662 	41.488 	38.621 	29.665 	32.555 	38.287 	33.415 	56.798 	75.977 
FC_TRA_ROAD_E,R5300,KTOE,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,EA19	1.148 	6.523 	8.057 	28.769 	41.626 	39.360 	30.272 	33.178 	38.901 	34.785 	63.914 	88.802 
FC_TRA_ROAD_E,R5300,KTOE,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	5.159 	8.383 
FC_TRA_ROAD_E,R5300,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,EU27_2020	22.286 	27.661 	70.706 	98.273 	116.576 	122.908 	127.291 	132.060 	150.012 	153.253 	160.670 	178.256 
FC_TRA_ROAD_E,R5300,KTOE,FI	0.024 	0.048 	0.072 	0.072 	0.096 	0.167 	0.167 	0.191 	0.334 	0.979 	1.552 	4.084 
FC_TRA_ROAD_E,R5300,KTOE,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,GE	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,IS	0.382 	0.525 	1.146 	1.744 	1.696 	1.696 	1.648 	1.696 	1.803 	1.808 	1.282 	1.719 
FC_TRA_ROAD_E,R5300,KTOE,IT	0.000 	0.024 	0.024 	0.024 	0.024 	0.024 	0.024 	0.024 	0.024 	0.024 	0.024 	0.024 
FC_TRA_ROAD_E,R5300,KTOE,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,MD	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	9.554 	9.554 	10.151 	18.824 	24.291 	19.992 
FC_TRA_ROAD_E,R5300,KTOE,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,SE	21.138 	21.138 	62.649 	69.504 	74.950 	83.548 	97.019 	98.882 	111.111 	118.468 	96.756 	88.277 
FC_TRA_ROAD_E,R5300,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,R5300,KTOE,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
FC_TRA_ROAD_E,R5300,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_TRA_ROAD_E,TOTAL,KTOE,AL	740.795 	720.092 	744.498 	715.555 	768.103 	796.985 	793.366 	795.584 	793.879 	792.394 	795.445 	567.234 
FC_TRA_ROAD_E,TOTAL,KTOE,AT	7333.505 	7584.356 	7263.250 	7236.271 	7676.793 	7653.066 	7855.605 	7995.950 	8083.019 	8213.522 	8230.658 	7170.359 
FC_TRA_ROAD_E,TOTAL,KTOE,BA	: 	: 	: 	: 	: 	982.027 	1023.152 	1190.635 	1242.385 	1233.196 	1317.078 	1190.745 
FC_TRA_ROAD_E,TOTAL,KTOE,BE	8612.727 	8543.620 	8417.670 	8170.183 	8014.042 	8193.320 	8575.291 	8669.418 	8515.745 	8558.537 	8489.284 	7407.815 
FC_TRA_ROAD_E,TOTAL,KTOE,BG	2544.585 	2490.607 	2492.135 	2654.852 	2391.974 	2708.227 	3009.751 	3066.105 	3091.867 	3181.429 	3306.074 	3127.808 
FC_TRA_ROAD_E,TOTAL,KTOE,CY	749.520 	765.447 	744.315 	687.941 	619.936 	599.542 	621.949 	658.147 	678.556 	682.220 	690.006 	615.593 
FC_TRA_ROAD_E,TOTAL,KTOE,CZ	5884.230 	5587.884 	5600.342 	5500.980 	5458.469 	5673.195 	5903.450 	6143.279 	6316.771 	6375.730 	6474.617 	6084.678 
FC_TRA_ROAD_E,TOTAL,KTOE,DE	49655.003 	50242.592 	50818.840 	50482.861 	51557.692 	52673.314 	52416.756 	53742.518 	54584.037 	52642.431 	53206.645 	48779.505 
FC_TRA_ROAD_E,TOTAL,KTOE,DK	4027.912 	4021.389 	4004.927 	3743.174 	3676.512 	3740.246 	3884.004 	3949.809 	3933.573 	4028.200 	3962.257 	3688.103 
FC_TRA_ROAD_E,TOTAL,KTOE,EA19	215328.161 	214683.522 	213438.254 	204972.993 	204955.169 	207917.819 	209241.087 	212087.828 	213238.270 	213154.021 	214572.149 	185671.680 
FC_TRA_ROAD_E,TOTAL,KTOE,EE	663.071 	689.401 	703.740 	717.553 	703.975 	711.176 	730.778 	752.893 	777.710 	807.271 	810.926 	770.335 
FC_TRA_ROAD_E,TOTAL,KTOE,EL	7131.907 	6486.109 	5936.976 	4831.004 	4956.191 	4925.351 	4976.118 	5092.677 	4992.087 	5002.363 	5151.987 	4515.195 
FC_TRA_ROAD_E,TOTAL,KTOE,ES	30619.575 	29805.718 	28552.491 	25347.328 	25369.367 	25740.040 	26616.311 	27441.660 	28052.814 	28735.907 	28993.302 	23972.362 
FC_TRA_ROAD_E,TOTAL,KTOE,EU27_2020	261201.759 	260615.353 	259458.290 	249801.892 	247974.954 	252176.992 	255594.123 	261187.123 	266227.676 	267459.323 	270043.353 	238218.254 
FC_TRA_ROAD_E,TOTAL,KTOE,FI	3802.279 	3952.210 	3948.825 	3870.967 	3900.058 	3824.813 	3826.650 	3908.743 	3912.741 	3946.543 	3881.974 	3656.435 
FC_TRA_ROAD_E,TOTAL,KTOE,FR	41167.568 	41228.807 	42193.986 	42064.886 	41766.178 	42141.318 	42573.025 	42727.980 	43007.829 	42029.960 	42012.798 	35965.718 
FC_TRA_ROAD_E,TOTAL,KTOE,GE	: 	: 	: 	: 	1001.427 	1136.766 	1251.192 	1406.256 	1260.412 	1199.828 	1224.460 	1165.087 
FC_TRA_ROAD_E,TOTAL,KTOE,HR	1957.905 	1881.471 	1844.694 	1810.504 	1829.922 	1805.792 	1905.624 	1951.276 	2099.925 	2048.839 	2136.431 	1886.168 
FC_TRA_ROAD_E,TOTAL,KTOE,HU	4314.068 	3910.626 	3620.930 	3503.876 	3270.663 	3679.851 	4005.372 	4075.400 	4288.451 	4571.067 	4851.071 	4268.690 
FC_TRA_ROAD_E,TOTAL,KTOE,IE	3998.367 	3749.509 	3574.891 	3492.866 	3555.731 	3700.750 	3763.094 	3946.533 	3908.628 	3942.573 	3967.327 	3321.290 
FC_TRA_ROAD_E,TOTAL,KTOE,IS	282.521 	265.979 	263.447 	259.721 	265.778 	258.610 	283.571 	311.244 	329.523 	341.475 	333.932 	292.582 
FC_TRA_ROAD_E,TOTAL,KTOE,IT	36285.208 	35747.013 	35677.834 	33581.250 	32854.965 	34272.600 	33608.665 	32964.272 	31654.020 	32805.798 	33140.240 	26982.899 
FC_TRA_ROAD_E,TOTAL,KTOE,LT	1375.084 	1402.550 	1390.932 	1407.114 	1409.024 	1566.770 	1661.038 	1775.885 	1862.857 	1982.878 	2059.423 	2038.536 
FC_TRA_ROAD_E,TOTAL,KTOE,LU	2046.738 	2161.322 	2292.545 	2191.760 	2150.819 	2071.519 	1942.797 	1891.809 	1950.893 	2084.647 	2136.823 	1653.631 
FC_TRA_ROAD_E,TOTAL,KTOE,LV	956.331 	1006.325 	877.731 	837.091 	852.373 	901.329 	959.984 	965.202 	1015.048 	1041.169 	1045.384 	1010.064 
FC_TRA_ROAD_E,TOTAL,KTOE,MD	: 	556.402 	594.676 	517.593 	552.689 	579.972 	629.872 	656.270 	661.664 	680.959 	700.080 	652.186 
FC_TRA_ROAD_E,TOTAL,KTOE,ME	206.896 	226.984 	209.899 	195.348 	156.449 	158.258 	181.865 	214.553 	233.779 	251.068 	263.905 	224.893 
FC_TRA_ROAD_E,TOTAL,KTOE,MK	428.315 	448.457 	469.759 	448.735 	510.195 	532.759 	592.909 	676.693 	702.525 	702.263 	758.669 	644.541 
FC_TRA_ROAD_E,TOTAL,KTOE,MT	159.191 	167.944 	165.844 	165.911 	171.363 	176.633 	186.405 	187.418 	193.407 	217.976 	228.547 	188.821 
FC_TRA_ROAD_E,TOTAL,KTOE,NL	11087.614 	11097.660 	11224.774 	10749.813 	10439.838 	9770.559 	9896.215 	9914.119 	10134.321 	10472.870 	10424.685 	8930.576 
FC_TRA_ROAD_E,TOTAL,KTOE,NO	3419.055 	3383.740 	3359.154 	3382.664 	3391.548 	3458.682 	3507.585 	3590.912 	3508.767 	3488.488 	3402.990 	3221.293 
FC_TRA_ROAD_E,TOTAL,KTOE,PL	15489.022 	16557.754 	16774.549 	16015.429 	14982.827 	15063.344 	15846.508 	17796.605 	20657.084 	21505.609 	21998.436 	21079.323 
FC_TRA_ROAD_E,TOTAL,KTOE,PT	6133.776 	6149.192 	5714.964 	5246.423 	5154.237 	5222.535 	5294.573 	5393.650 	5470.300 	5514.410 	5676.879 	4803.495 
FC_TRA_ROAD_E,TOTAL,KTOE,RO	4825.302 	4521.201 	4752.932 	4937.483 	4842.415 	5005.062 	5058.243 	5472.034 	5853.350 	6026.312 	6246.474 	6178.377 
FC_TRA_ROAD_E,TOTAL,KTOE,RS	2179.312 	2179.921 	1969.898 	1743.241 	1912.002 	1994.130 	1936.737 	1978.163 	2062.256 	2085.375 	2253.822 	2148.960 
FC_TRA_ROAD_E,TOTAL,KTOE,SE	6830.574 	6960.899 	6929.527 	6662.601 	6567.003 	6583.456 	6740.084 	6644.787 	6748.385 	6568.116 	6495.844 	6233.427 
FC_TRA_ROAD_E,TOTAL,KTOE,SI	1695.958 	1753.301 	1856.868 	1875.216 	1785.223 	1768.953 	1746.264 	1857.057 	1904.523 	1945.671 	1898.894 	1559.430 
FC_TRA_ROAD_E,TOTAL,KTOE,SK	1854.739 	2150.446 	2081.778 	2016.555 	2017.364 	2004.231 	1989.569 	2201.897 	2539.735 	2527.275 	2526.367 	2329.621 
FC_TRA_ROAD_E,TOTAL,KTOE,TR	13432.868 	13423.373 	13627.854 	16454.981 	18130.821 	18897.693 	22457.610 	24771.636 	26123.600 	26261.070 	26250.387 	25178.214 
FC_TRA_ROAD_E,TOTAL,KTOE,UA	8444.043 	8590.394 	8483.605 	8762.611 	8633.223 	7165.890 	6396.106 	7009.758 	7227.882 	7233.463 	7594.213 	6765.850 
FC_TRA_ROAD_E,TOTAL,KTOE,UK	38446.476 	37942.756 	37418.417 	37284.939 	37022.518 	37668.923 	38178.096 	39063.199 	39121.935 	38959.783 	38579.811 	: 
FC_TRA_ROAD_E,TOTAL,KTOE,XK	340.529 	318.620 	329.574 	332.459 	268.744 	342.981 	378.311 	393.908 	406.918 	426.364 	427.049 	420.823 
